4.324085636198763E-29,1.0184172621079604E-39,1.4196859319245468E-17,2.1127878360371582E-17,Iris-setosa,0
4.1545136504654756E-29,8.72929081806823E-40,1.4196859319245468E-17,2.1127878360371582E-17,Iris-setosa,0
3.9849416647321927E-29,9.311243539272787E-40,1.3182797939299373E-17,2.1127878360371582E-17,Iris-setosa,0
3.900155671865551E-29,9.020267178670504E-40,1.5210920699191575E-17,2.1127878360371582E-17,Iris-setosa,0
4.239299643332121E-29,1.0475148981681878E-39,1.4196859319245468E-17,2.1127878360371582E-17,Iris-setosa,0
4.578443614798692E-29,1.1348078063488714E-39,1.723904345908378E-17,4.2255756720743163E-17,Iris-setosa,0
3.900155671865551E-29,9.89319626047733E-40,1.4196859319245468E-17,3.169181754055736E-17,Iris-setosa,0
4.239299643332121E-29,9.89319626047733E-40,1.5210920699191575E-17,2.1127878360371582E-17,Iris-setosa,0
3.730583686132267E-29,8.438314457465961E-40,1.4196859319245468E-17,2.1127878360371582E-17,Iris-setosa,0
4.1545136504654756E-29,9.020267178670504E-40,1.5210920699191575E-17,1.0563939180185791E-17,Iris-setosa,0
4.578443614798692E-29,1.0766125342284159E-39,1.5210920699191575E-17,2.1127878360371582E-17,Iris-setosa,0
4.069727657598838E-29,9.89319626047733E-40,1.6224982079137664E-17,2.1127878360371582E-17,Iris-setosa,0
4.069727657598838E-29,8.72929081806823E-40,1.4196859319245468E-17,1.0563939180185791E-17,Iris-setosa,0
3.6457976932656235E-29,8.72929081806823E-40,1.1154675179407153E-17,1.0563939180185791E-17,Iris-setosa,0
4.9175875862652586E-29,1.1639054424090981E-39,1.2168736559353259E-17,2.1127878360371582E-17,Iris-setosa,0
4.832801593398617E-29,1.2802959866500086E-39,1.5210920699191575E-17,4.2255756720743163E-17,Iris-setosa,0
4.578443614798692E-29,1.1348078063488714E-39,1.3182797939299373E-17,4.2255756720743163E-17,Iris-setosa,0
4.324085636198763E-29,1.0184172621079604E-39,1.4196859319245468E-17,3.169181754055736E-17,Iris-setosa,0
4.832801593398617E-29,1.1057101702886428E-39,1.723904345908378E-17,3.169181754055736E-17,Iris-setosa,0
4.324085636198763E-29,1.1057101702886428E-39,1.5210920699191575E-17,3.169181754055736E-17,Iris-setosa,0
4.578443614798692E-29,9.89319626047733E-40,1.723904345908378E-17,2.1127878360371582E-17,Iris-setosa,0
4.324085636198763E-29,1.0766125342284159E-39,1.5210920699191575E-17,4.2255756720743163E-17,Iris-setosa,0
3.900155671865551E-29,1.0475148981681878E-39,1.014061379946105E-17,2.1127878360371582E-17,Iris-setosa,0
4.324085636198763E-29,9.602219899875054E-40,1.723904345908378E-17,5.281969590092897E-17,Iris-setosa,0
4.069727657598838E-29,9.89319626047733E-40,1.9267166218975982E-17,2.1127878360371582E-17,Iris-setosa,0
4.239299643332121E-29,8.72929081806823E-40,1.6224982079137664E-17,2.1127878360371582E-17,Iris-setosa,0
